,Mob dist,Thresh,Anomaly
2004-02-12 11:02:39,1.6670019566427565,3.8120454918056756,False
2004-02-12 11:12:39,1.699415023367758,3.8120454918056756,False
2004-02-12 11:22:39,2.6719683661415377,3.8120454918056756,False
2004-02-12 11:32:39,1.424617383215134,3.8120454918056756,False
2004-02-12 11:42:39,1.624600773228135,3.8120454918056756,False
2004-02-12 11:52:39,2.644238311463405,3.8120454918056756,False
2004-02-12 12:02:39,1.987715012280347,3.8120454918056756,False
2004-02-12 12:12:39,1.7865363354693824,3.8120454918056756,False
2004-02-12 12:22:39,1.3190398892542252,3.8120454918056756,False
2004-02-12 12:32:39,1.502585342664985,3.8120454918056756,False
2004-02-12 12:42:39,1.4967480669610622,3.8120454918056756,False
2004-02-12 12:52:39,1.0501458254233984,3.8120454918056756,False
2004-02-12 13:02:39,1.0423817288609574,3.8120454918056756,False
2004-02-12 13:12:39,1.918214134667072,3.8120454918056756,False
2004-02-12 13:22:39,1.5923886642505145,3.8120454918056756,False
2004-02-12 13:32:39,1.1056954774940178,3.8120454918056756,False
2004-02-12 13:42:39,1.7980886341652842,3.8120454918056756,False
2004-02-12 13:52:39,1.2962665017868655,3.8120454918056756,False
2004-02-12 14:02:39,2.2820809854296207,3.8120454918056756,False
2004-02-12 14:12:39,2.4294511863710393,3.8120454918056756,False
2004-02-12 14:22:39,2.304208446084915,3.8120454918056756,False
2004-02-12 14:32:39,2.4630265822981467,3.8120454918056756,False
2004-02-12 14:42:39,1.411973270088839,3.8120454918056756,False
2004-02-12 14:52:39,0.9889674764199772,3.8120454918056756,False
2004-02-12 15:02:39,1.1847167931001577,3.8120454918056756,False
2004-02-12 15:12:39,1.9672665200487571,3.8120454918056756,False
2004-02-12 15:22:39,1.0146401083043737,3.8120454918056756,False
2004-02-12 15:32:39,2.1108162743194576,3.8120454918056756,False
2004-02-12 15:42:39,2.3064880964530183,3.8120454918056756,False
2004-02-12 15:52:39,0.09776187292452163,3.8120454918056756,False
2004-02-12 16:02:39,1.8046076338833703,3.8120454918056756,False
2004-02-12 16:12:39,2.0481893149081514,3.8120454918056756,False
2004-02-12 16:22:39,0.45427991946515844,3.8120454918056756,False
2004-02-12 16:32:39,0.8663650298490823,3.8120454918056756,False
2004-02-12 16:42:39,2.088459661841945,3.8120454918056756,False
2004-02-12 16:52:39,1.1640335682051262,3.8120454918056756,False
2004-02-12 17:02:39,1.9427786270274312,3.8120454918056756,False
2004-02-12 17:12:39,1.7101365316711132,3.8120454918056756,False
2004-02-12 17:22:39,1.0973578432208428,3.8120454918056756,False
2004-02-12 17:32:39,0.7188786998102642,3.8120454918056756,False
2004-02-12 17:42:39,0.5205877886049983,3.8120454918056756,False
2004-02-12 17:52:39,1.324130300794406,3.8120454918056756,False
2004-02-12 18:02:39,0.10921512111237544,3.8120454918056756,False
2004-02-12 18:12:39,1.7448031201944596,3.8120454918056756,False
2004-02-12 18:22:39,1.1275735717191824,3.8120454918056756,False
2004-02-12 18:32:39,1.4857142580550848,3.8120454918056756,False
2004-02-12 18:42:39,0.7859558847417327,3.8120454918056756,False
2004-02-12 18:52:39,1.3026832765506557,3.8120454918056756,False
2004-02-12 19:02:39,1.4201065609023833,3.8120454918056756,False
2004-02-12 19:12:39,1.0979515796202437,3.8120454918056756,False
